,Report date,State,County,Facility,Facility type,Functionality,OPD,EPI,ANC,PNC,SBA,BEmONC,CEmONC,FP,PMTCT,ART,TB,BHI,Inpatient - Paeds,Inpatient - Adult,Basic surgery,MHPSS,SGBV,NCD,Nut. OTP,Nut. TSFP,Nut. SC,Laboratory,Disability,# Clinical staff,Essential meds stockout,FP stockout,Vaccine stockout,Ambulance access,# Inpatient beds - adult,# Inpatient beds - paeds,Electricity,Latrine,Dedicated mobile phone,EPI refrigerator,Protected water source
311,31/12/2020,Warrap,Gogrial East,Majak-Nyuom Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Available,0,,No Stockout,No Stockout,Available,0,0,Available,Not Available,,Available,Not Available
312,31/12/2020,Warrap,Gogrial East,Maliai Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Available,Not Available,Not Available,Available,Available,0,,No Stockout,No Stockout,Available,0,0,Available,Available,,Available,Available
313,31/12/2020,Warrap,Gogrial East,Matiel Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Available,Not Available,Not Available,Available,Available,0,,No Stockout,No Stockout,Available,0,0,Available,Available,,Available,Not Available
314,31/12/2020,Warrap,Gogrial East,Mayom-Bioung Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Available,Not Available,Not Available,Available,Available,0,,No Stockout,No Stockout,Available,0,0,Available,Available,,Available,Not Available
315,31/12/2020,Warrap,Gogrial East,Mayom Chol Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Available,Not Available,Not Available,Available,Available,0,,No Stockout,No Stockout,Available,0,0,Available,Not Available,,Available,Not Available
316,31/12/2020,Warrap,Gogrial East,Panacier Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Available,0,,No Stockout,No Stockout,Available,0,0,Available,Available,,Available,Available
317,31/12/2020,Warrap,Gogrial East,Pinydit Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Available,0,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Not Available
318,31/12/2020,Warrap,Gogrial East,Ruot Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Available,0,,No Stockout,No Stockout,Available,0,0,Not Available,Not Available,,Available,Not Available
319,31/12/2020,Warrap,Gogrial East,Yiik Adoor Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Available,0,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Not Available
320,31/12/2020,Warrap,Gogrial West,Agei Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,0,,Recent Stockout,No Stockout,Available,0,0,Not Available,Not Available,,Available,Available
321,31/12/2020,Warrap,Gogrial West,Ajiep Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,0,,Recent Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Available
322,31/12/2020,Warrap,Gogrial West,Akon Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Available,Available,6,,No Stockout,No Stockout,Available,0,0,Available,Available,,Available,Available
323,31/12/2020,Warrap,Gogrial West,Alek Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Available,Available,Not Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,6,,No Stockout,No Stockout,Available,2,0,Available,Available,,Available,Available
324,31/12/2020,Warrap,Gogrial West,Anguoth Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,0,,Recent Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Available
325,31/12/2020,Warrap,Gogrial West,Atuk Kuel Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,0,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Not Available,Available
326,31/12/2020,Warrap,Gogrial West,Gogrial Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Available,Available,Not Available,Available,Not Available,Not Available,Available,Available,Available,Available,Not Available,Available,Available,7,,No Stockout,No Stockout,Available,2,0,Available,Available,,Available,Available
327,31/12/2020,Warrap,Gogrial West,Keet Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,0,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Not Available,Available
328,31/12/2020,Warrap,Gogrial West,Kuajok Hospital,Hospital,Moderate,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Available,64,,No Stockout,No Stockout,Available,2,1,Available,Available,,Available,Available
329,31/12/2020,Warrap,Gogrial West,Magai Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,0,,No Stockout,No Stockout,Available,0,0,Available,Available,,Not Available,Available
330,31/12/2020,Warrap,Gogrial West,Malek Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,0,,No Stockout,No Stockout,Not Available,0,0,Not Available,Not Available,,Not Available,Not Available
331,31/12/2020,Warrap,Gogrial West,Maluil Ajak Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,0,,No Stockout,No Stockout,Not Available,0,0,Not Available,Not Available,,Not Available,Not Available
332,01/01/2019,Warrap,Gogrial West,Mandeng Phcu,PHCU,Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,31/12/2020,Warrap,Gogrial West,Mayen Gumel Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Available,Available,6,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Available
334,31/12/2020,Warrap,Gogrial West,Mayen Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,0,,No Stockout,No Stockout,Not Available,0,0,Not Available,Not Available,,Not Available,Not Available
335,31/12/2020,Warrap,Gogrial West,Mayom Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,0,,No Stockout,No Stockout,Not Available,0,0,Not Available,Not Available,,Not Available,Not Available
336,01/01/2019,Warrap,Gogrial West,Nyieth Phcu,PHCU,Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,31/12/2020,Warrap,Gogrial West,Nyokthiang Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,0,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Not Available,Available
338,31/12/2020,Warrap,Gogrial West,Pakor Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,0,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Not Available,Available
339,31/12/2020,Warrap,Gogrial West,Panliet Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,0,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Available
340,31/12/2020,Warrap,Gogrial West,Peeth Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,0,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Not Available,Available
341,30/06/2020,Warrap,Gogrial West,Peth Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,0,Recent Stockout,No Stockout,Recent Stockout,Available,0,0,Not Available,Not Available,Available,Not Available,Not Available
342,17/08/2020,Warrap,Gogrial West,Police Phcc,PHCC,Limited,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1,Recent Stockout,Recent Stockout,Recent Stockout,Not Available,,,Not Available,Not Available,,Not Available,Available
343,17/08/2020,Warrap,Gogrial West,Prison Phcc,PHCU,Moderate,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2,Recent Stockout,Recent Stockout,Recent Stockout,Not Available,,,Not Available,Available,,Not Available,Available
344,31/12/2020,Warrap,Gogrial West,Thurnyior Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,0,,No Stockout,No Stockout,Not Available,0,0,Not Available,Not Available,,Not Available,Not Available
345,01/01/2019,Unity,Guit,Bil Phcu,PHCU,Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,01/01/2019,Unity,Guit,Chol Yiel Phcu,PHCU,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,01/01/2019,Unity,Guit,Duar Phcu,PHCU,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,31/12/2020,Unity,Guit,Guit Phcc,PHCU,Highly Functional,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Available,4,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Available
349,31/12/2020,Unity,Guit,Kedat Phcu,PHCU,Highly Functional,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Available,4,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Available
350,31/12/2020,Unity,Guit,Kuach Phcu,PHCU,Highly Functional,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Available,4,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Available
351,01/01/2019,Unity,Guit,Kuerguini Phcu,PHCU,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,01/01/2019,Unity,Guit,Manga Phcu,PHCU,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,31/12/2020,Unity,Guit,Niemni Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Available,Available,Not Available,Available,Available,8,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Available
354,01/01/2019,Unity,Guit,Thoan Phcu,PHCU,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,31/12/2020,Unity,Guit,Wathnyotni Phcu,PHCU,Highly Functional,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Available,4,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Available
356,31/12/2020,Western Equatoria,Ibba,Baamani Phcu,PHCU,Moderate,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,2,,No Stockout,Recent Stockout,Not Available,0,0,Not Available,Available,,Not Available,Not Available
357,31/12/2020,Western Equatoria,Ibba,Duatuka Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,2,,No Stockout,Recent Stockout,Available,0,0,Not Available,Available,,Not Available,Not Available
358,31/12/2020,Western Equatoria,Ibba,Ibba Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,Not Available,Available,Not Available,Available,Not Available,Available,Available,Available,Available,Available,Not Available,Available,Available,15,,No Stockout,No Stockout,Available,2,0,Available,Available,,Available,Available
359,31/03/2020,Western Equatoria,Ibba,Ibba Prison Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,2,,No Stockout,Recent Stockout,Available,0,0,Not Available,Not Available,,Not Available,Available
360,31/12/2020,Western Equatoria,Ibba,Madebe Phcu,PHCC,Moderate,Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Not Available,Available,Available,8,,No Stockout,No Stockout,Available,0,0,Available,Available,,Available,Available
361,31/12/2020,Western Equatoria,Ibba,Manikakare Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,2,,No Stockout,No Stockout,Available,0,0,Available,Available,,Not Available,Not Available
362,31/12/2020,Western Equatoria,Ibba,Marko Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,2,,No Stockout,No Stockout,Available,0,0,Available,Not Available,,Not Available,Not Available
363,31/12/2020,Western Equatoria,Ibba,Maruku Phcc,PHCU,Moderate,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,1,,No Stockout,Recent Stockout,Not Available,0,0,Not Available,Not Available,,Not Available,Not Available
364,31/12/2020,Western Equatoria,Ibba,Nabanga Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,7,,No Stockout,No Stockout,Not Available,0,0,Available,Available,,Available,Not Available
365,31/12/2020,Western Equatoria,Ibba,Rubu Phcu,PHCU,Highly Functional,Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,4,,No Stockout,No Stockout,Available,0,0,Available,Available,,Available,Not Available
366,31/12/2020,Western Equatoria,Ibba,Tanamuko Phcu,PHCU,Moderate,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,2,,No Stockout,Recent Stockout,Not Available,0,0,Not Available,Available,,Not Available,Not Available
367,31/12/2020,Western Equatoria,Ibba,Yosia Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,2,,No Stockout,Recent Stockout,Available,0,0,Available,Available,,Not Available,Not Available
368,31/12/2020,Eastern Equatoria,Ikotos,Ateda Phcu,PHCU,Moderate,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,0,,No Stockout,No Stockout,Not Available,0,0,Not Available,Available,,Available,Not Available
369,31/12/2020,Eastern Equatoria,Ikotos,Bira Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,7,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Not Available
370,31/12/2020,Eastern Equatoria,Ikotos,Chahare Phcu,PHCU,Highly Functional,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,2,,No Stockout,Recent Stockout,Available,0,0,Not Available,Available,,Not Available,Available
371,31/12/2020,Eastern Equatoria,Ikotos,Chorokol Phcu,PHCU,Moderate,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,0,,No Stockout,No Stockout,Not Available,0,0,Not Available,Available,,Available,Not Available
372,31/12/2020,Eastern Equatoria,Ikotos,Gilo Phcu,PHCU,Moderate,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,No Stockout,Recent Stockout,Not Available,0,0,Not Available,Not Available,,Not Available,Not Available
373,31/12/2020,Eastern Equatoria,Ikotos,Hatire Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,7,,No Stockout,No Stockout,Not Available,0,0,Not Available,Available,,Available,Available
374,31/12/2020,Eastern Equatoria,Ikotos,Huma Phcu,PHCU,Moderate,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,0,,No Stockout,Recent Stockout,Available,0,0,Not Available,Available,,Not Available,Not Available
375,31/12/2020,Eastern Equatoria,Ikotos,Ikwoto Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Available,Not Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,9,,No Stockout,No Stockout,Available,1,1,Available,Available,,Available,Available
376,31/12/2020,Eastern Equatoria,Ikotos,Imila Phcu,PHCU,Moderate,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,0,,No Stockout,No Stockout,Not Available,0,0,Not Available,Available,,Available,Not Available
377,31/12/2020,Eastern Equatoria,Ikotos,Imotong Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Available,Not Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,7,,No Stockout,No Stockout,Available,1,1,Not Available,Available,,Available,Available
378,31/12/2020,Eastern Equatoria,Ikotos,Lobira Phcu,PHCU,Moderate,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,0,,No Stockout,Recent Stockout,Available,0,0,Not Available,Available,,Not Available,Not Available
379,31/12/2020,Eastern Equatoria,Ikotos,Lobwaye Phcu,PHCU,Moderate,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,0,,No Stockout,Recent Stockout,Available,0,0,Not Available,Available,,Not Available,Not Available
380,31/12/2020,Eastern Equatoria,Ikotos,Lodurumo Phcu,PHCU,Moderate,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,0,,No Stockout,Recent Stockout,Not Available,0,0,Not Available,Available,,Not Available,Not Available
381,31/12/2020,Eastern Equatoria,Ikotos,Lodwara Phcu,PHCU,Moderate,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,0,,No Stockout,Recent Stockout,Not Available,0,0,Not Available,Available,,Not Available,Not Available
382,31/12/2020,Eastern Equatoria,Ikotos,Lofulung Phcu,PHCU,Moderate,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,0,,No Stockout,Recent Stockout,Available,0,0,Not Available,Available,,Not Available,Not Available
383,31/12/2020,Eastern Equatoria,Ikotos,Lofus Phcu,PHCU,Moderate,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,0,,No Stockout,Recent Stockout,Not Available,0,0,Not Available,Not Available,,Not Available,Not Available
384,31/12/2020,Eastern Equatoria,Ikotos,Logire Hutuk-Hinyang Phcu,PHCU,Moderate,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,0,,No Stockout,Recent Stockout,Not Available,0,0,Not Available,Available,,Not Available,Not Available
385,31/12/2020,Eastern Equatoria,Ikotos,Lomwoo Phcu,PHCU,Moderate,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,0,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Not Available
386,01/01/2019,Eastern Equatoria,Ikotos,Longario Phcu,PHCU,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,31/12/2020,Eastern Equatoria,Ikotos,Lorima Phcu,PHCU,Moderate,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,0,,No Stockout,Recent Stockout,Available,0,0,Not Available,Available,,Not Available,Not Available
388,31/12/2020,Eastern Equatoria,Ikotos,Lotome Phcu,PHCU,Moderate,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,0,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Not Available
389,31/12/2020,Eastern Equatoria,Ikotos,Mangalla Phcu,PHCU,Moderate,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,0,,No Stockout,Recent Stockout,Not Available,0,0,Not Available,Available,,Not Available,Not Available
390,31/12/2020,Eastern Equatoria,Ikotos,Nakoringole Phcu,PHCU,Moderate,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,0,,No Stockout,Recent Stockout,Not Available,0,0,Not Available,Available,,Not Available,Not Available
391,31/12/2020,Eastern Equatoria,Ikotos,Ngaluma Phcu,PHCU,Moderate,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,0,,No Stockout,Recent Stockout,Available,0,0,Not Available,Available,,Not Available,Available
