,Report date,State,County,Facility,Facility type,Functionality,OPD,EPI,ANC,PNC,SBA,BEmONC,CEmONC,FP,PMTCT,ART,TB,BHI,Inpatient - Paeds,Inpatient - Adult,Basic surgery,MHPSS,SGBV,NCD,Nut. OTP,Nut. TSFP,Nut. SC,Laboratory,Disability,# Clinical staff,Essential meds stockout,FP stockout,Vaccine stockout,Ambulance access,# Inpatient beds - adult,# Inpatient beds - paeds,Electricity,Latrine,Dedicated mobile phone,EPI refrigerator,Protected water source
1277,30/10/2019,Upper Nile,Ulang,Barmach Phcu,PHCU,Moderate,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,4,Recent Stockout,,,Not Available,,,,Available,Not Available,Not Available,
1278,31/12/2020,Upper Nile,Ulang,Bimbim Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Not Available,Not Available,Not Available,0,Recent Stockout,Recent Stockout,No Stockout,Not Available,1,0,Not Available,Available,Not Available,Available,Available
1279,31/12/2020,Upper Nile,Ulang,Doma Phcu,PHCU,Moderate,Available,,Available,,,,Not Available,Available,,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Available,,,,,,,,,,Recent Stockout,,,,,,,Not Available,
1280,31/12/2020,Upper Nile,Ulang,Dura Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Not Available,Not Available,Not Available,0,Recent Stockout,Recent Stockout,No Stockout,Not Available,0,0,Not Available,Not Available,Available,Not Available,Not Available
1281,31/12/2020,Upper Nile,Ulang,Kuich Phcc,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Not Available,Not Available,Not Available,0,Recent Stockout,Recent Stockout,No Stockout,Not Available,2,0,Not Available,Available,Available,Available,Not Available
1282,30/10/2019,Upper Nile,Ulang,Rirnyang Phcu,PHCU,Moderate,Available,Not Available,Available,Available,Available,Available,Not Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,4,Recent Stockout,Recent Stockout,,Not Available,,,,Available,Not Available,Not Available,
1283,31/12/2020,Upper Nile,Ulang,Rup Board Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Available,Not Available,Available,Not Available,7,Recent Stockout,Recent Stockout,No Stockout,Not Available,2,0,Available,Available,Not Available,Available,Available
1284,31/07/2019,Upper Nile,Ulang,Torkiel Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,0,No Stockout,No Stockout,Recent Stockout,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available
1285,31/12/2020,Upper Nile,Ulang,Ulang Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Not Available,Available,Not Available,7,Recent Stockout,Recent Stockout,No Stockout,Available,2,0,Available,Available,Not Available,Available,Available
1286,31/12/2020,Upper Nile,Ulang,Ying Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Not Available,Not Available,Not Available,0,Recent Stockout,Recent Stockout,No Stockout,Not Available,2,0,Not Available,Available,Not Available,Available,Not Available
1287,31/12/2020,Upper Nile,Ulang,Yomding Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Available,Not Available,Available,Not Available,7,Recent Stockout,Recent Stockout,No Stockout,Not Available,5,0,Available,Available,Available,Available,Available
1288,31/12/2020,Jonglei,Uror,Karam Phcc,PHCU,Moderate,Available,,Available,,,,Not Available,Available,,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Available,,,,,,,,,,No Stockout,,,,,,,Available,
1289,31/12/2020,Jonglei,Uror,Modit Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6,No Stockout,No Stockout,No Stockout,Not Available,1,0,Not Available,Available,Not Available,Not Available,Not Available
1290,31/12/2020,Jonglei,Uror,Motot Phcc,PHCU,Moderate,Available,,Available,,,,Not Available,Available,,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Available,,,,,,,,,,No Stockout,,,,,,,Available,
1291,31/12/2020,Jonglei,Uror,Pathai Phcc,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6,No Stockout,No Stockout,No Stockout,Not Available,1,0,Not Available,Available,Not Available,Not Available,Not Available
1292,16/08/2019,Jonglei,Uror,Patuet Phcc,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2,No Stockout,Recent Stockout,No Stockout,Not Available,0,0,Not Available,Available,Not Available,Not Available,Not Available
1293,31/12/2020,Jonglei,Uror,Payai Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6,No Stockout,No Stockout,No Stockout,Not Available,1,0,Not Available,Available,Not Available,Not Available,Not Available
1294,31/12/2020,Jonglei,Uror,Pulchol Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,18,No Stockout,No Stockout,No Stockout,Not Available,5,1,Available,Available,Not Available,Available,Available
1295,31/12/2020,Jonglei,Uror,Yuai Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,19,No Stockout,No Stockout,No Stockout,Not Available,8,2,Available,Available,Not Available,Available,Available
1296,01/01/2019,Western Bahr el Ghazal,Wau,Abushaka Phcu,PHCU,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,31/12/2020,Western Bahr el Ghazal,Wau,Agok Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Available,Available,Available,Not Available,Available,Not Available,1,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Not Available,Available
1298,31/12/2020,Western Bahr el Ghazal,Wau,Aljazeira Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Available,Available,Available,Not Available,Available,Not Available,1,,No Stockout,No Stockout,Available,0,0,Available,Available,,Not Available,Not Available
1299,31/12/2020,Western Bahr el Ghazal,Wau,Bazia Jedid Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,1,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Not Available,Available
1300,01/01/2019,Western Bahr el Ghazal,Wau,Besellia Phcc,PHCC,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,01/01/2019,Western Bahr el Ghazal,Wau,Bringi Phcu,PHCU,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,01/01/2019,Western Bahr el Ghazal,Wau,Bussere Phcc,PHCC,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,31/12/2020,Western Bahr el Ghazal,Wau,Canning Factory Phcu,PHCU,Moderate,Available,,Available,,,,Not Available,Available,,Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Available,,,,,,,,,,No Stockout,,,,,,,Available,
1304,01/01/2019,Western Bahr el Ghazal,Wau,Farajala Phcu,PHCU,Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,31/12/2019,Western Bahr el Ghazal,Wau,Gede,PHCU,Highly Functional,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,5,Recent Stockout,Recent Stockout,Recent Stockout,Not Available,,,Not Available,Not Available,Not Available,Not Available,
1306,01/01/2019,Western Bahr el Ghazal,Wau,Giatan Phcu,PHCU,Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,31/12/2020,Western Bahr el Ghazal,Wau,Hai Bafra Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,1,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Not Available,Available
1308,31/12/2020,Western Bahr el Ghazal,Wau,Hai Dinka Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,1,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Available
1309,01/01/2019,Western Bahr el Ghazal,Wau,Kaabi Phcu,PHCU,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,01/01/2019,Western Bahr el Ghazal,Wau,Khorghana Phcu,PHCU,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,01/01/2019,Western Bahr el Ghazal,Wau,Kpaila/Bazia Phcc,PHCC,Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
